"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","56390","TC_CM_014 — Guest cart retained after logging in","chromium","2026-05-28","skipped","2026-05-28","Module 6 — Cart Management","cart-management.spec.js","",""
"","27891","TC_PD_007 — Product dimensions/assembly section is present","chromium","2026-05-28","passed","2026-05-28","Module 5 — Product Details","product-details.spec.js","",""
"","12463","TC_PL_013 — Product cards display name, price INR, and image","firefox","2026-05-28","passed","2026-05-28","Module 4 — Product Listing & Filters","product-listing.spec.js","",""
"","11318","TC_PL_007 — Multiple filters narrow results correctly","chromium","2026-05-28","passed","2026-05-28","Module 4 — Product Listing & Filters","product-listing.spec.js","",""
"","54604","TC_PD_002 — Detail page price matches cart price after adding","firefox","2026-05-28","failed","2026-05-28","Module 5 — Product Details","product-details.spec.js","",""
"","13058","TC_HN_005 — Footer links resolve without 404","chromium","2026-05-28","passed","2026-05-28","Module 1 — Homepage & Navigation","homepage-navigation.spec.js","",""
"","36065","TC_AU_007 — Login fails with unregistered email","webkit","2026-05-28","passed","2026-05-28","Module 2 — Authentication & User Account","authentication.spec.js","",""
"","26615","TC_CF_014 — Card number field accepts only numeric input","chromium","2026-05-28","failed","2026-05-28","Module 7 — Checkout Flow","checkout-flow.spec.js","",""
"","77609","TC_PD_004 — Add to Bag increments cart by selected quantity","firefox","2026-05-28","failed","2026-05-28","Module 5 — Product Details","product-details.spec.js","",""
"","55675","TC_AU_020 — Remember Me keeps user logged in after browser restart","chromium","2026-05-28","passed","2026-05-28","Module 2 — Authentication & User Account","authentication.spec.js","",""
"","40926","TC_PD_002 — Detail page price matches cart price after adding","chromium","2026-05-28","passed","2026-05-28","Module 5 — Product Details","product-details.spec.js","",""
"","56966","TC_CM_012 — Clicking product name navigates to detail page","webkit","2026-05-28","passed","2026-05-28","Module 6 — Cart Management","cart-management.spec.js","",""
"","27847","TC_PD_001 — Product page shows name, article number, price, description","firefox","2026-05-28","passed","2026-05-28","Module 5 — Product Details","product-details.spec.js","",""
"","27511","TC_PD_007 — Product dimensions/assembly section is present","firefox","2026-05-28","passed","2026-05-28","Module 5 — Product Details","product-details.spec.js","",""
"","55577","TC_CM_011 — Price column is read-only","firefox","2026-05-28","failed","2026-05-28","Module 6 — Cart Management","cart-management.spec.js","",""
"","13109","TC_PL_003 — Colour filter updates listing dynamically","chromium","2026-05-28","passed","2026-05-28","Module 4 — Product Listing & Filters","product-listing.spec.js","",""
"","28701","TC_AU_017 — Order history page is accessible after login","chromium","2026-05-28","passed","2026-05-28","Module 2 — Authentication & User Account","authentication.spec.js","",""
"","16925","TC_CM_007 — Empty cart shows empty-state message","firefox","2026-05-28","passed","2026-05-28","Module 6 — Cart Management","cart-management.spec.js","",""
"","28933","TC_AU_017 — Order history page is accessible after login","firefox","2026-05-28","passed","2026-05-28","Module 2 — Authentication & User Account","authentication.spec.js","",""
"","39768","TC_AU_017 — Order history page is accessible after login","webkit","2026-05-28","passed","2026-05-28","Module 2 — Authentication & User Account","authentication.spec.js","",""
"","7727","TC_HN_008 — Newsletter rejects invalid email","firefox","2026-05-28","passed","2026-05-28","Module 1 — Homepage & Navigation","homepage-navigation.spec.js","",""
"","8281","TC_HN_007 — Newsletter accepts valid email","chromium","2026-05-28","passed","2026-05-28","Module 1 — Homepage & Navigation","homepage-navigation.spec.js","",""
"","25573","TC_AU_009 — Password field masks characters","webkit","2026-05-28","passed","2026-05-28","Module 2 — Authentication & User Account","authentication.spec.js","",""
"","59191","TC_CM_015 — Cart total updates without full page reload","webkit","2026-05-28","passed","2026-05-28","Module 6 — Cart Management","cart-management.spec.js","",""
"","13219","TC_PL_005 — Price range filter excludes products outside range","firefox","2026-05-28","passed","2026-05-28","Module 4 — Product Listing & Filters","product-listing.spec.js","",""
"","7569","TC_HN_013 — Skip-to-content link is present","chromium","2026-05-28","passed","2026-05-28","Module 1 — Homepage & Navigation","homepage-navigation.spec.js","",""
"","37336","TC_CF_002 — Guest clicking checkout is prompted to login","chromium","2026-05-28","passed","2026-05-28","Module 7 — Checkout Flow","checkout-flow.spec.js","",""
"","53989","TC_PD_005 — Out-of-stock product shows appropriate message","chromium","2026-05-28","passed","2026-05-28","Module 5 — Product Details","product-details.spec.js","",""
"","22777","TC_AU_007 — Login fails with unregistered email","chromium","2026-05-28","passed","2026-05-28","Module 2 — Authentication & User Account","authentication.spec.js","",""
"","61489","TC_CM_006 — Removing product decrements badge count","webkit","2026-05-28","passed","2026-05-28","Module 6 — Cart Management","cart-management.spec.js","",""
"","41636","TC_CF_006 — Address form validates all required fields","webkit","2026-05-28","failed","2026-05-28","Module 7 — Checkout Flow","checkout-flow.spec.js","",""
"","58294","TC_PD_004 — Add to Bag increments cart by selected quantity","chromium","2026-05-28","passed","2026-05-28","Module 5 — Product Details","product-details.spec.js","",""
"","97245","TC_CM_008 — Cart contents persist after page refresh","webkit","2026-05-28","passed","2026-05-28","Module 6 — Cart Management","cart-management.spec.js","",""
"","21878","TC_PL_010 — Sort persists after pagination","webkit","2026-05-28","passed","2026-05-28","Module 4 — Product Listing & Filters","product-listing.spec.js","",""
"","8117","TC_HN_008 — Newsletter rejects invalid email","chromium","2026-05-28","passed","2026-05-28","Module 1 — Homepage & Navigation","homepage-navigation.spec.js","",""
"","61753","TC_CM_004 — Updating quantity recalculates line total","chromium","2026-05-28","passed","2026-05-28","Module 6 — Cart Management","cart-management.spec.js","",""
"","36745","TC_AU_011 — Session persists across multiple pages","chromium","2026-05-28","passed","2026-05-28","Module 2 — Authentication & User Account","authentication.spec.js","",""
"","19115","TC_CM_007 — Empty cart shows empty-state message","chromium","2026-05-28","passed","2026-05-28","Module 6 — Cart Management","cart-management.spec.js","",""
"","33260","TC_PD_001 — Product page shows name, article number, price, description","webkit","2026-05-28","passed","2026-05-28","Module 5 — Product Details","product-details.spec.js","",""
"","37204","TC_CF_016 — Order confirmation displays order reference ID","webkit","2026-05-28","failed","2026-05-28","Module 7 — Checkout Flow","checkout-flow.spec.js","",""
"","14097","TC_SR_012 — Search query appears in heading or breadcrumb","firefox","2026-05-28","passed","2026-05-28","Module 3 — Search Functionality","search.spec.js","",""
"","18211","TC_PL_014 — Filter panel remains accessible after applying filter","webkit","2026-05-28","passed","2026-05-28","Module 4 — Product Listing & Filters","product-listing.spec.js","",""
"","26067","TC_HN_003 — IKEA logo returns to homepage from inner page","chromium","2026-05-28","passed","2026-05-28","Module 1 — Homepage & Navigation","homepage-navigation.spec.js","",""
"","22508","TC_HN_004 — Country/store selector shows Indian stores","firefox","2026-05-28","passed","2026-05-28","Module 1 — Homepage & Navigation","homepage-navigation.spec.js","",""
